Fon Kodu,Fon Adı,Fon Tipi,Fon Türü,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşı (%),1 Yıl (%),3 Yıl (%),5 Yıl (%),İlk Fiyat (TL),Son Fiyat (TL),Günlük Getiri (%),Pay (Adet),Fon Toplam Değer (TL),Kategorisi,Yatırımcı Sayısı (Kişi),Pazar Payı(%),Borsa Yatırım Fonları Katılma Payları(%),Devlet Tahvili(%),Diğer(%),Döviz Cinsi Kamu İç Borçlanma Araçları(%),Finansman Bonosu(%),Gayrimenkul Yatırım Fonları Katılma Payları(%),Girişim Sermayesi Yatırım Fonları Katılma Payları(%),Hazine Bonosu(%),Hisse Senedi(%),Katılma Hesabı(Altın),Katılma Hesabı(TL)(%),Katılma Hesabı(Döviz)(%),Kamu Yurt Dışı Kira Sertifikaları(%),Kamu Dış Borçlanma Araçları(%),Kamu Kira Sertifikaları Döviz (%),Kamu Kira Sertifikaları TL (%),Kıymetli Madenler Cinsinden BYF(%),Kıymetli Madenler Cinsinden İhraç Edilen Kamu Kira Sertifikaları(%),Kıymetli Madenler Cinsinden İhraç Edilen Kamu Borçlanma Araçları(%),Kıymetli Madenler(%),Mevduat Döviz(%),Mevduat (TL)(%),Özel Sektör Dış Borçlanma Araçları(%),Özel Sektör Kira Sertifikaları(%),Özel Sektör Tahvili(%),Özel Sektör Yurt Dışı Kira Sertifikaları(%),Repo(%),Takasbank Para Piyasası(%),Ters-Repo(%),Vadeli İşlemler Nakit Teminatları(%),Varlığa Dayalı Menkul Kıymetler (%),Yabancı Borsa Yatırım Fonları(%),Yabancı Hisse Senedi(%),Yabancı Kamu Borçlanma Araçları(%),Yabancı Özel Sektör Borçlanma Araçları(%),Yatırım Fonları Katılma Payları(%),Toplam(%)
GYK,INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,3.2603,11.087,23.1422,33.2531,48.0837,145.2718,220.8772,,0.0549,0.1132,"1,003,292,314","55,034,578.31",Borçlanma Araçları Fonu,321,0.06,,41.04,,,36.75,,,,,,,,,,,,,,,,,,,,9.65,,,,,,,,,,,12.56,100.00
AIS,AK PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.5349,10.2491,22.8625,33.8373,48.0817,122.9341,175.961,,0.0517,0.0987,"10,401,979,453","537,858,051.21",Katılım Fonu,"5,194",0.42,,,5.58,,,,,,,,4.18,,,,,24.19,,,,,,,,66.05,,,,,,,,,,,,,100.00
RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.6563,10.8774,24.1193,34.7454,48.0246,120.0293,176.2592,,3.3478,0.1130,"991,095,806","3,318,031,601.95",Kısa Vadeli Kira Sertifikaları Katılım Fonu,"10,517",2.57,,,4.84,,,,,,,,16.34,,,,,1.84,,,,,,,,76.98,,,,,,,,,,,,,100.00
YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,1.4823,6.5235,21.1923,33.3101,47.8503,302.0276,422.6833,,0.0986,0.0314,"1,993,344,942","196,579,328.33",Değişken Fon,"8,545",0.34,,68.03,,,,,,,25.30,,,,,,,,,,,,,,,,0.24,,,,,3.18,,,,,,3.25,100.00
AAK,ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.3015,1.9876,22.521,39.8253,47.803,383.2066,592.0883,,23.1353,0.1819,"4,620,344","106,893,069.50",Değişken Fon,"1,139",0.19,,,1.55,6.53,12.20,,,,38.31,,,,,,,,,,,,,,,,12.07,,,,29.34,,,,,,,,100.00
ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-2.5864,-4.4901,27.0612,50.2406,47.7296,531.7407,954.6288,,0.2124,0.2734,"7,009,315,079","1,488,432,341.43",Hisse Senedi Fonu,"36,913",0.86,1.27,0.44,,,,,,,87.96,,,,,,,,,,,,,,,,,,,9.47,,0.86,,,,,,,100.00
HYP,AZİMUT PORTFÖY İVME SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,0.3041,-1.4598,6.7666,25.841,47.7205,355.8701,,,5.8937,0.8330,"125,068,701","737,113,892.14",Serbest Fon,431,0.04,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,0.02,,2.03,68.36,,,26.89,100.00
GHS,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-2.9781,-6.289,22.0798,47.0334,47.6988,881.6367,1536.3521,,27.0970,-0.2143,"151,875,936","4,115,375,319.87",Hisse Senedi Fonu,"21,762",2.37,,,,,,,,,92.88,,,,,,,,,,,,,,,,,,,3.56,1.88,0.29,,,,,,1.39,100.00
DPK,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.6448,11.1204,23.905,34.2987,47.6842,126.6974,184.6755,,4.2269,0.1130,"86,161,979","364,201,755.18",Katılım Fonu,"1,061",0.28,,,3.18,,,,0.53,,,,11.67,,,,,2.06,,,,,,,,82.05,,,,,,,,,,,,0.51,100.00
GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-1.9721,-1.4477,5.5935,23.43,47.6723,278.9083,699.524,,0.1921,0.7417,"9,149,662,645","1,757,204,979.79",Yabancı Fon Sepeti Fonu,"30,252",1.01,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,3.5,,1.52,,,94.95,,,,100.00
EBD,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,1.638,4.3065,23.4919,39.2834,47.6334,330.765,543.3832,,0.1356,0.0133,"153,454,916","20,801,364.99",Değişken Fon,462,0.04,,,,,19.14,,,,32.69,,,,,,,,,,,,,,,,,,,,,37.87,,,,,,10.3,100.00
OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,3.3056,9.4481,24.9552,37.4313,47.5769,,,,2.4152,0.2656,"2,341,150","4,654,453.34",Fon Sepeti Fonu,134,0.01,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.24,100.00
SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.5881,8.5453,12.0947,24.9834,47.509,428.1605,902.9499,,63.4195,0.3361,"18,296,792","1,160,373,019.23",Serbest Fon,454,0.06,,,,,,,,,,,,,,7.92,,,,,,,0.31,,86.75,,,2.09,-13.36,,,0.21,,,,0.8,6.33,8.95,100.00
MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.7662,11.2006,24.1996,34.3037,47.3745,117.0814,177.5722,,3.9712,0.1138,"211,826,289","841,213,514.23",Kısa Vadeli Kira Sertifikaları Katılım Fonu,"1,333",0.65,,,6.55,,,,,,,,7.34,,,,,,,,,,,,,86.11,,,,,,,,,,,,,100.00
NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.8245,12.123,25.3948,35.5882,47.3526,,,,3.4516,0.1545,"42,101,264","145,316,338.95",Katılım Fonu,960,0.11,,,24.99,,,,,,,,2.26,,,,,,,,,,,,,49,,,,,,,,,,,,23.75,100.00
IDY,TEB PORTFÖY İKİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-1.3926,9.7449,20.4618,41.4939,47.2528,202.5811,314.6164,,0.1049,0.0782,"2,828,257,421","296,713,114.04",Değişken Fon,"2,721",0.52,,,,,,,2.38,,21.16,,,,,,,,,,,,,,,,6.84,,,4.61,34.05,11.55,,,19.41,,,,100.00
GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.6034,-5.7969,22.6572,46.2138,47.1751,,,,4.9369,0.3917,"223,039,977","1,101,126,850.20",Hisse Senedi Fonu,"28,167",0.64,,,,,,,,,93.55,,,,,,,,,,,,,,,,,,,2.79,2.73,,,,,,,0.93,100.00
IFN,ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.154,-6.6766,20.0597,48.5692,47.1612,,,,7.3868,-0.1550,"3,317,865","24,508,266.63",Hisse Senedi Fonu,"1,401",0.01,,,,,,,,,94.78,,,,,,,,,,,,,,,,,,,2.73,,2.49,,,,,,,100.00
RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-1.7948,-3.6728,21.4079,47.2789,47.0737,,,,4.4753,0.0462,"18,772,623","84,013,583.80",Serbest Fon,753,0.00,,,,,,,,,93.76,,,,,,,,,,,,,,,,,,,,,6.24,,,,,,,100.00
MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-0.5038,2.9516,5.7365,23.4659,47.061,,,,2.7457,0.7236,"42,219,051","115,921,003.63",Değişken Fon,"17,080",0.20,,,,,,,,,24.14,,,,,,,,,,,,,,,,,,,8.38,,,,,67.48,,,,100.00
YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,2.3442,8.4641,21.166,28.4669,46.858,161.8706,230.2495,,23.1869,0.1972,"26,762,042","620,529,990.97",Borçlanma Araçları Fonu,"10,512",0.71,,72.43,,,15.11,,,,1.47,,,,,0.65,,,,,,,,,,,3.72,,,,,0.62,,,,,,6,100.00
KTV,KUVEYT TÜRK PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.6653,11.1016,24.1204,34.1396,46.7879,114.5111,169.4277,,3.7638,0.1121,"2,954,317,209","11,119,516,649.32",Kısa Vadeli Kira Sertifikaları Katılım Fonu,"27,043",8.61,,,11.80,,,,,,,,13.47,,,,,3.76,,,,,,,,70.97,,,,,,,,,,,,,100.00
ZPG,ZİRAAT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.6147,10.8902,23.0472,33.3985,46.7097,144.177,211.9173,,5.2508,0.1249,"108,870,308","571,659,736.57",Katılım Fonu,"4,072",0.44,,,8.76,,,0.17,,,,,0.72,,3.93,,,,,,,,,,1.2,85.22,,,,,,,,,,,,,100.00
GLS,AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.3309,10.0812,21.6211,32.9611,46.3101,133.4852,210.5197,,0.0820,0.1221,"1,564,442,814","128,314,807.68",Katılım Fonu,"1,343",0.10,2.75,,4.03,,,,,,,,1.00,,,,,,,4.9,,,,,,84.83,,,,,,,,,,,,2.49,100.00
GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.4552,8.9158,13.8214,22.7111,46.2933,351.3669,671.3955,,46.2532,0.0615,"95,310,170","4,408,398,809.94",Serbest Fon,"3,148",0.22,,,,,,,,,,,,,0.38,69.87,,,,,,,7.79,,18.88,,,,,0.98,1.73,0.37,,,,,,,100.00
DHM,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,-0.4726,2.3056,14.6861,32.7651,46.2332,,,,3.4409,0.3317,"18,693,980","64,323,454.46",Fon Sepeti Fonu,"3,165",0.09,,,,,,,,,1.81,,,,,,,,,,,,,0.27,,,,,,-1.55,,,,,42.6,,,56.87,100.00
AC1,PARDUS PORTFÖY KISA VADELİ KATILIM SERBEST FONU,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,3.4503,10.2448,22.4626,32.5903,46.2125,,,,1.5189,0.0404,"19,072,578","28,968,512.47",Serbest Fon,109,0.00,,,,,,,,,,,82.62,,,,,,,,,,,,,10.49,,,,,6.89,,,,,,,,100.00
HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-2.0931,-10.2889,21.0907,43.4078,46.1354,,,,3.0971,0.2236,"1,216,294,210","3,766,949,849.92",Serbest Fon,"5,136",0.19,2.12,,,,,,,,92.30,,,,,,,,,,,,,,,,,,,0.01,1.72,3.85,,,,,,,100.00
RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.6608,10.7612,23.5197,33.7741,45.885,109.7305,159.4885,,3.1125,0.1154,"12,983,946","40,412,905.26",Kira Sertifikası Fonu,762,0.11,,,,,,,,,,,13.14,,,,,,,,,,,,,86.86,,,,,,,,,,,,,100.00
GAK,INVEO PORTFÖY KARMA FON,Menkul Kıymet Yatırım Fonları,Karma Şemsiye Fonu,-0.2239,4.9987,16.9295,31.3899,45.8553,363.5965,525.1939,,0.0000,-100.0000,,,Karma Fon,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
IEV,İŞ PORTFÖY TAŞIMACILIK DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,2.9324,9.4576,11.5899,27.4308,45.818,,,,0.0000,-100.0000,,,Değişken Fon,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
PFS,ATLAS PORTFÖY FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,0.6879,5.8962,19.7354,37.5786,45.8059,,,,1.4955,0.1355,"7,680,179","11,485,378.96",Fon Sepeti Fonu,0,0.09,,,2.19,,,,,,13.69,,,,,,,,,,,,,,,,,,,2.89,,,,,,,,81.23,100.00
RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,1.2978,4.133,8.3349,32.3186,45.6412,,,,2.8981,0.6392,"9,919,670","28,748,630.66",Değişken Fon,734,0.12,,,0.61,,,,,,28.85,,,,,,,,,,,,,,,,,,,,,,,,68.65,,,1.89,100.00
HPD,HSBC PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,1.0278,2.6631,17.1538,31.6758,45.5479,321.9263,523.7487,,0.1522,0.6183,"2,018,684,875","307,148,743.51",Değişken Fon,2,1.24,,0.26,10.01,,5.79,,,,25.67,,,,,1.34,,,,,,,,2.26,7.3,1.76,7.52,,,3.83,4.86,1.94,0.34,3.24,4.45,,0.47,18.96,100.00
MJB,AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,1.0664,4.2822,11.9074,26.8045,45.5037,,,,4.1815,0.0000,"30,820,079","128,872,948.91",Fon Sepeti Fonu,"1,527",1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.58,,,,24.42,100.00
OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.1218,2.8094,14.4902,33.9137,45.4582,323.6236,,,0.0000,-100.0000,,,Değişken Fon,701,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-6.6075,-11.2035,14.4228,38.5524,45.4103,,,,0.0000,-100.0000,,,Hisse Senedi Fonu,"4,137",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
TPP,TEB PORTFÖY PUSULA SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-1.3477,9.0012,15.998,36.5946,45.1773,740.1477,1801.9951,,31.7773,0.0000,"26,051,000","827,830,871.22",Serbest Fon,356,0.04,,,,,,,4.94,,22.66,,,,,,,,,,,,,,,,,,,2.45,24.16,12.09,,11.01,20.16,,,2.53,100.00
KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,0.4902,-1.7483,4.5675,22.7919,45.0281,324.6388,,,0.3430,0.0000,"6,745,343,860","2,313,816,668.68",Serbest Fon,"2,890",0.12,,,,,,,,,,,,,,9.12,,,,,,,,,3.17,,,,,,,14.14,,,69.08,,4.49,,100.00
TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,2.7251,10.7482,24.1501,32.9883,45.0254,169.2587,244.5737,,0.0957,0.0763,"1,379,538,442","132,071,407.03",Borçlanma Araçları Fonu,"5,269",0.29,,,,,57.17,5.99,10.05,,,,,,,,,,,,,,,,,,25.49,,,,1.3,,,,,,,,100.00
YPC,YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-0.2023,2.8496,20.0122,36.5413,44.8415,,,,3.1064,0.6904,"24,129,714","74,955,715.60",Değişken Fon,"3,946",0.30,,,,,,,,,27.15,,,,,,,,,,,,2.32,,,,,,,,,0.32,,6.57,59.42,,,4.22,100.00
GPA,GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,2.5136,9.0847,13.8051,23.2152,44.8031,349.0377,637.4661,,14.5510,0.1814,"54,605,891","794,571,262.46",Borçlanma Araçları Fonu,"6,354",1.77,,,,,,,,,,,,,,66.24,,,,,,,0.66,,26.42,,,,,0.11,3.51,3.06,,,,,,,100.00
DLD,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-2.8563,-7.6208,19.1534,41.7446,44.7768,,,,0.0000,-100.0000,,,Hisse Senedi Fonu,"1,035",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
ZJI,ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,18.7563,2.6265,22.4587,36.0046,44.769,383.1598,,,6.3601,4.1597,"492,532,575","3,132,555,206.24",Serbest Fon,334,0.16,,,,,,,,,98.46,,,,,,,,,,,,,,,,,,,,1.54,,,,,,,,100.00
YDI,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.8101,-6.0979,21.4813,41.9408,44.7064,739.1932,1458.6697,,0.3455,1.0935,"6,109,908,646","2,110,929,680.10",Hisse Senedi Fonu,"14,876",2.01,,,,,,,,,95.37,,,,,,,,,,,,,,,,,,,2.33,,0.01,,,,,,2.29,100.00
FZJ,FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,1.3817,5.6619,18.5684,30.6012,44.4909,,,,2.9807,-0.1218,"580,435,538","1,730,125,364.62",Fon Sepeti Fonu,"3,906",14.03,,,,,,0.06,1.45,,0.86,,,,,,,,,,,,,0.25,,,,,,,,5.07,,0.68,,,,91.63,100.00
HBN,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,0.9008,1.4055,17.5709,32.9476,44.4904,,,,0.0000,-100.0000,,,Fon Sepeti Fonu,"1,823",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,3.2358,9.6092,20.8339,31.163,44.484,148.822,208.6815,,0.0536,0.0970,"4,504,452,745","241,633,882.72",Katılım Fonu,"6,465",0.19,,,,,,,,,,,4.54,,,,,23.55,,,,,,,,71.91,,,,,,,,,,,,,100.00
SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-3.9427,-4.1336,16.239,45.3359,44.4492,512.774,710.5709,,0.2825,1.6054,"832,415,519","235,131,053.44",Değişken Fon,"2,238",0.76,,,1.26,,,,,,95.06,,,,,,,,,,,,,,,,,,,0.31,3.37,,,,,,,,100.00
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.7538,-5.568,19.8514,44.0137,44.3689,781.6589,1662.4147,,22.9013,1.1444,"12,502,383","286,320,577.87",Hisse Senedi Fonu,"1,052",0.24,,,1.48,,,,,,96.66,,,,,,,,,,,,,,,,,,,0.14,1.72,,,,,,,,100.00
GSM,INVEO PORTFÖY SMART ALGO SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-0.1625,4.5955,22.6672,46.9245,44.3563,,,,1.6436,0.0438,"7,316,501","12,025,670.48",Serbest Fon,124,0.00,,,,,,,,,63.44,,,,,,,,,,,,,,,,,,,,,,,,,,,36.56,100.00
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,0.0482,-2.0801,4.8072,19.1838,44.227,299.7283,952.5009,,755.7872,1.0615,"11,870,553","8,971,612,001.39",Hisse Senedi Fonu,"58,557",5.13,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,1.07,,6.02,91.81,,,0.09,100.00
FPE,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ)FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,2.246,8.2176,12.0484,22.1422,44.2168,373.6834,737.7211,,48.5230,0.1883,"7,390,379","358,603,169.63",Borçlanma Araçları Fonu,"2,547",0.41,,,,,,,,,,,,,,37.01,,,,,,,,0.01,62.24,,,,,0.74,,,,,,,,,100.00
IRF,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,1.2359,4.1372,18.4453,37.2152,44.2146,,,,0.0000,-100.0000,,,Fon Sepeti Fonu,"3,826",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
ZJB,ZİRAAT PORTFÖY BİRİNCİ SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,18.7564,2.6269,22.4595,35.7077,44.1226,379.8606,,,6.3135,4.1401,"718,282,762","4,534,864,047.44",Serbest Fon,383,0.23,,,,,,,,,98.71,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,100.00
GO3,FONERİA PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,1.5445,3.3683,11.5587,24.7658,44.0909,,,,2.4575,0.1543,"9,513,898","23,380,100.77",Fon Sepeti Fonu,583,0.08,6.04,,,,3.54,,1.98,,9.95,,,,,,,,,,,,,2,,,3.5,,,,,,0.11,,,,,72.88,100.00
YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,2.4787,8.4505,14.1639,23.5636,44.0883,343.9572,630.9183,,1.1512,0.2532,"6,336,612,068","7,294,929,082.96",Borçlanma Araçları Fonu,"20,824",8.30,,,,,,,,,2.26,,,,,60.61,,,,,,,4.24,,30.29,,0.07,,,,,2.43,,,,,,0.1,100.00
FYD,QNB FİNANS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.6894,-7.6101,23.2672,46.96,44.0692,892.2504,1569.8207,,8.6061,1.8957,"538,712,265","4,636,229,363.27",Hisse Senedi Fonu,"10,239",2.64,,,,,,,,,93.89,,,,,,,,,,,,,,,,,,,1.49,3.25,1.37,,,,,,,100.00
OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,2.3878,6.1857,14.8366,32.4675,43.9577,328.9994,,,4.8823,0.2661,"3,608,979","17,620,241.69",Değişken Fon,245,0.03,,,,35.22,17.63,,,,31.16,,,,,,,,3.48,,,,,0.12,,0.68,2.99,,,,,3.47,0.55,,,,,4.7,100.00
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-5.9229,-11.3913,15.8783,45.7522,43.9391,752.7766,,,8.6434,-0.1209,"263,871,536","2,280,745,615.83",Hisse Senedi Fonu,"55,621",1.30,,,,,,,,,95.93,,,,,,,,,,,,,,,,,,,,2.66,1.41,,,,,,,100.00
HSA,HSBC PORTFÖY DEĞİŞKEN (TL) FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.8422,-0.4156,22.4553,39.9445,43.8843,573.3933,1075.9987,,1101.4910,0.9047,"4,116,357","4,534,130,367.52",Değişken Fon,"5,039",7.89,3.67,5.10,2.31,,2.66,,,,59.53,,,,,,,,,,,,,,,0.56,10.36,,,0.01,5.64,3.25,,,,,,6.91,100.00
